hate	2.12	6.95	5.05	23	659	48	163
mad	2.44	6.76	5.86	10	130	13	24
stupid	2.31	4.72	2.98	9	95	23	91
evil	3.23	6.39	5.25	7	30	7	5
fight	3.76	7.15	5.27	4	33	8	11
bloody	2.9	6.41	3.96	3	20	5	2
angry	2.85	7.17	5.55	1	123	6	22
anger	2.34	7.63	5.5	1	40	2	7
rage	2.41	8.17	5.68	0	17	0	2
